,hash,genre,faces_zs,gray_max_zs,gray_med_zs,gray_std_zs,max_b_zs,max_g_zs,max_r_zs,med_b_zs,med_g_zs,med_r_zs,std_b,std_g,std_r,hmax1_zs,hmax2_zs,hmax3_zs,smax1_zs,smax2_zs,smax3_zs,smed_zs,sstd,vmax1_zs,vmax2_zs,vmax3_zs,vmed_zs,vstd,comp_1,comp_2,comp_3,comp_4,comp_5,comp_6,comp_7,comp_8,comp_9,comp_10,comp_11,comp_12,comp_13,comp_14,comp_15,comp_16,comp_17,comp_18,comp_19,comp_20,comp_21,comp_22,comp_23,comp_24,comp_25
5785,dbf24d8a-4578-487d-b28f-309a8adb8b5e,electronic,-0.5529,-1.0256,-1.3673,-0.6694,-0.8964,-0.9798,-1.1198,-1.2114,-1.3358,-1.2975,44.9246,49.0066,54.4590,-0.1012,0.1138,-0.1842,0.4601,0.3971,0.3761,1.1644,85.6566,0.9215,-0.0358,-0.4059,-1.504,54.3344,-0.5527,-0.3363,0.6537,1.4596,-0.7573,-0.2833,0.2499,0.3530,-0.5066,-0.1520,-0.5261,-0.7524,-0.3809,-0.0438,0.0752,0.2311,0.2535,0.7047,-0.8064,-0.4044,-0.1990,0.5919,-0.0006,0.6267,-0.3277
5786,dcb3ce4e-04dd-48a6-8286-1113b1e27953,pop,-0.5529,-0.9448,-1.4262,-0.2679,-0.7777,-0.9017,-1.0651,-1.1395,-1.3217,-1.4719,49.4476,55.1262,78.8768,0.5159,0.1924,0.3098,0.4601,0.3971,0.3761,0.3077,59.0775,-1.0092,1.2515,-0.4059,-1.6136,76.8788,0.4314,0.3486,0.2729,-0.8113,0.1907,0.1109,-0.0295,-1.2263,0.3273,-0.4109,-1.0577,-0.4888,-0.3875,-0.3064,0.5532,0.2608,0.5148,0.5845,-0.1856,-0.1052,-0.2934,-0.2602,0.0210,-0.0475,-0.5912
5787,dcc94adf-cfca-49a6-8bb6-5e59f995e39c,pop,0.3364,-0.4602,-0.1445,0.3827,-0.3326,-0.5795,1.1965,-0.2333,-0.2436,0.165,60.1766,72.5929,70.9386,-0.9497,-1.0648,-0.9251,0.4601,0.3971,0.3761,0.0697,46.8168,-0.237,1.2515,0.5377,-0.01,70.6972,0.9786,0.8172,-0.3027,0.9732,-0.4153,-0.0466,0.1039,0.9611,-0.5444,0.8457,0.0551,1.1400,0.0352,0.4490,0.2779,0.2205,0.0789,0.1517,0.2301,0.2809,-0.4590,0.1028,0.1077,0.5072,-0.3640
5788,dcc94adf-cfca-49a6-8bb6-5e59f995e39c,rock,0.3364,-0.4602,-0.1445,0.3827,-0.3326,-0.5795,1.1965,-0.2333,-0.2436,0.165,60.1766,72.5929,70.9386,-0.9497,-1.0648,-0.9251,0.4601,0.3971,0.3761,0.0697,46.8168,-0.237,1.2515,0.5377,-0.01,70.6972,0.9786,0.8172,-0.3027,0.9732,-0.4153,-0.0466,0.1039,0.9611,-0.5444,0.8457,0.0551,1.1400,0.0352,0.4490,0.2779,0.2205,0.0789,0.1517,0.2301,0.2809,-0.4590,0.1028,0.1077,0.5072,-0.3640
5789,dd3c34a2-79f4-46a4-a742-3476454cd800,electronic,-0.5529,1.5487,2.198,-0.4181,1.6256,1.5096,1.1965,2.3417,2.1677,1.8287,54.3755,54.3130,53.9468,-0.9497,-0.2005,1.4623,0.4601,0.3971,-3.0182,-1.374,43.2740,0.9215,-0.0358,0.5377,1.6897,53.9472,1.6670,-0.3877,1.3757,-1.5450,0.1346,0.3719,-0.1091,-0.0503,0.1560,0.3355,0.0236,0.3135,0.3316,-0.2439,0.6886,0.1994,0.0029,0.4261,-0.5111,-0.1134,0.1978,-0.1743,-0.2030,-0.0203,-0.3273
5790,dd665aea-31d3-4d5c-9e12-f7cf4883a7ad,hip-hop,-0.5529,1.5285,2.1096,1.7029,1.6058,1.4901,1.1782,2.2553,2.0968,1.7616,93.6850,96.0159,93.4701,-0.9497,1.6068,1.4623,0.4601,0.3971,0.3761,-1.3264,55.5136,0.9215,-0.8941,1.0095,1.6486,90.7744,0.7147,-1.2307,0.0344,-0.3662,0.6994,0.4957,0.2315,0.0298,-0.0796,0.4608,-0.4820,0.0642,-0.2590,-0.0417,0.0190,-0.7399,0.1069,-0.3282,0.1847,0.5587,0.0137,-0.2889,-0.2731,0.1962,0.0641
5791,de570dc4-ccce-406e-b5be-ef3e8ad178ac,electronic,0.3364,-1.0256,-0.8959,0.0316,-0.8964,-0.9798,-1.129,-0.636,-0.7968,-0.9889,58.8822,63.0234,63.9822,-0.9497,0.6639,0.8037,-0.1324,-0.0713,1.3459,-1.0567,29.7467,-0.6231,-0.8941,-2.765,-1.1476,64.2595,1.0613,-0.8819,-0.9727,0.7084,0.3287,0.1801,0.5316,-0.2855,-0.0652,-0.3389,0.0593,-1.2691,-0.2343,0.2834,-0.0467,0.4256,-0.3427,0.3525,-0.3790,-0.0682,-0.2271,8.5166e-05,-0.2291,0.2318,0.4260
5792,deb73bd9-17ba-4895-96ee-97ae41083d25,electronic,-0.5529,-0.9751,-1.3821,-0.8673,-0.7975,-0.9017,-1.129,-1.1827,-1.3217,-1.2975,26.5751,42.8161,66.1538,0.1302,-0.2789,-0.3488,0.4601,0.3971,0.3761,2.0687,55.7966,0.9215,0.8224,0.5377,-1.504,63.4671,0.1858,-1.5954,-1.1993,0.6093,1.0712,0.1899,-0.0447,-0.9071,-0.4824,-0.3470,-0.0090,-0.0467,-0.2810,0.1398,0.1696,0.2841,-0.1870,0.4469,0.2115,0.1527,0.2516,0.5333,0.3558,-0.1801,0.1068
5793,dfd980b0-596d-4b01-b1b0-87361240d244,hip-hop,0.3364,-0.541,-0.2476,0.147,-0.4513,-0.5405,1.1965,-0.2764,-0.2862,-0.1168,46.3023,65.8015,73.9297,-0.7183,-0.8291,-1.0074,0.4601,-0.5396,0.861,-0.1365,44.0721,-0.237,1.2515,-0.8777,-0.2978,73.8744,-0.7813,0.5670,0.2886,-0.3374,0.9739,-0.0297,-0.7038,0.4237,0.1032,0.0314,-0.1290,-0.6039,-0.1694,-0.6042,-0.9075,-0.0121,-0.8206,-0.0288,-0.4502,-0.1512,-0.4658,-0.4588,0.6321,0.1328,-0.4975
5794,e0a94646-4475-4226-b3e6-5f7feda050a5,pop,-0.5529,1.4780,1.7707,0.9064,1.5662,1.4413,1.1509,1.9676,1.7563,1.4798,90.3327,93.7274,58.5237,1.5188,1.6068,1.38,0.4601,-2.4130,0.861,-1.2788,95.6718,0.9215,0.8224,0.5377,1.3607,53.9407,0.4339,-0.1125,0.7320,-0.3685,0.4110,0.4486,-0.6647,-0.2381,0.0089,-0.3414,-0.5855,-0.0461,-0.8212,-0.3177,0.3472,-0.0271,0.3663,-0.0325,-0.4104,0.1634,-0.4605,0.2379,0.1588,-0.3508,-0.2798
5795,e1312c98-64d5-486e-982d-21c9c6efd4dd,electronic,0.3364,-1.0256,-1.4704,-0.9914,-0.8964,-0.9798,-1.129,-1.3265,-1.4068,-1.5659,43.0578,42.9615,77.9508,-0.9497,-0.1219,-0.6781,-4.8727,0.8654,0.861,0.4505,110.2774,-2.5538,1.2515,0.0659,-1.6136,82.1736,1.4884,-0.8807,0.2786,0.1009,-1.2606,-1.4581,0.1127,0.0184,0.0504,0.2050,0.5129,0.5044,0.9367,-0.2646,-0.2268,-0.4520,0.3435,0.0526,0.1090,-0.3180,0.2703,-0.1759,0.3892,-0.4151,-0.6229
5796,e1e4d05c-f251-47b4-8af9-39aa679b9d94,rock,-0.5529,-1.0256,-0.4097,-0.4305,-0.8964,-0.9798,-1.129,-0.8374,-0.7259,0.3528,51.5701,56.5368,67.3523,-0.4869,-0.7505,-0.5958,0.4601,-0.5396,0.861,1.7356,73.4479,0.9215,0.8224,0.5377,0.1819,66.9044,-0.2865,0.1308,-1.3845,-0.7763,-0.9006,0.8210,-0.2014,0.3021,-0.3365,-0.1833,-0.1940,0.3095,0.2586,-0.1641,-0.7594,-0.4318,0.4149,0.4257,-0.1279,0.2379,-0.1223,-0.6128,-0.2191,0.0850,-0.4942
5797,e24c7b08-f1e5-47da-80aa-a0b2b2d52a1b,pop,0.3364,-0.1978,-0.3508,0.8059,0.3201,-0.9505,0.8955,0.4428,-1.0096,0.97,76.7205,90.8545,90.4230,-0.3326,-1.1433,1.7093,-3.0951,0.8654,0.861,-0.9933,109.8293,0.9215,-2.1814,0.0659,0.8262,90.4492,-1.0737,0.0563,0.6023,0.0370,-1.1312,-0.1773,-0.3356,0.1253,-0.8146,0.0281,0.1098,-0.0786,-0.7025,0.0386,-0.4568,-0.3204,-0.0854,0.2919,-0.4352,0.4797,-0.0859,0.3824,-0.0140,0.3100,-0.0277
5798,e3c33f03-3324-3ace-b5e2-887dba7795fd,pop,1.2257,-0.9549,-0.2329,0.6732,-0.8964,-0.8822,-1.129,-0.5497,-0.1727,-0.1302,65.4532,74.2045,82.9456,-0.8726,-0.1219,-0.0195,-0.1324,0.8654,0.3761,0.4664,67.5140,-0.237,0.3933,1.4813,-0.2704,78.0992,-1.1545,0.4206,-0.5950,0.1162,0.2861,-0.4626,-0.0805,-0.9435,0.8418,0.2683,-1.3058,0.7145,-0.3732,-0.2180,0.0289,0.0582,-0.5311,0.1037,0.0321,0.2736,-0.0286,0.5576,0.1899,0.0726,-0.2198
5799,e419a26d-35e5-47ab-8c27-be935d62352d,electronic,0.3364,1.2358,1.7265,1.4856,-0.6392,1.5096,1.0506,-0.9525,2.1677,1.614,88.0072,98.8948,94.1494,-0.564,-1.1433,-0.8427,-0.1324,0.8654,-3.0182,2.2591,103.1197,0.9215,-2.6105,1.0095,1.6897,97.2304,0.0161,0.9851,0.7277,0.1862,-0.4881,-0.2672,-0.5812,-0.2901,-0.9420,0.3017,0.6898,0.0445,-0.5322,0.0447,0.0257,-0.5026,0.3175,-0.0215,-0.3786,-0.1418,0.1267,-0.3125,0.0513,0.1123,-0.0012
5800,e4345f70-efb0-4d01-9add-6f8ca578ed4a,hip-hop,0.3364,1.1853,1.4466,0.4877,1.4278,1.1777,0.8226,1.8813,1.4443,1.0639,76.3236,71.5363,69.0879,1.5959,1.371,-1.172,-0.1324,0.8654,0.3761,-0.9933,30.1755,0.9215,0.8224,0.5377,1.2511,74.0949,-0.9407,0.5042,0.4973,-0.4057,0.8424,0.2608,-0.6119,-1.1027,0.4837,-0.2288,-0.4327,0.2437,0.1311,-0.8574,0.1166,0.3398,0.2193,0.2179,0.3323,0.1140,-0.4245,0.5626,0.3475,-0.4464,0.3539
5801,e4e508e0-aac1-41b6-8c97-6795cdce2b95,electronic,-0.5529,-0.1877,0.0028,-0.9563,-0.4711,-0.3355,1.1965,-0.4922,-0.2295,0.6211,41.5045,43.3277,51.8426,-0.4097,-0.6719,-0.7604,0.4601,0.3971,0.3761,1.0692,39.6819,0.1492,-0.0358,1.0095,0.4561,51.7101,2.2488,1.0909,-0.2871,-0.1407,-0.3141,0.0663,0.5365,0.5296,0.4118,0.5042,0.2297,-0.1084,0.5157,0.3808,0.2505,0.2480,-0.1424,0.4577,0.0425,-0.4783,-0.0373,-0.0400,0.1847,0.3230,-0.0587
5802,e4eb146a-b25b-4745-ad95-66d955f18add,pop,-0.5529,-0.7732,-0.9990,-0.6558,-0.7678,-0.7357,-0.8554,-0.9813,-0.8961,-1.0158,41.5248,52.0353,50.7053,-0.1012,-0.3576,-0.1842,-0.1324,-0.0713,-0.1088,0.5615,49.6059,-0.6231,-0.8941,0.0659,-1.2024,53.1873,-0.6584,-0.3927,-0.4587,0.8830,0.0766,-0.2592,-0.6176,-0.7322,0.3342,-0.3764,-0.5078,0.2597,0.0454,-0.0825,0.8222,0.2265,0.2731,-0.5634,-0.2227,-0.3424,0.1094,0.4504,0.7318,-0.3290,-0.3119
5803,e4eb146a-b25b-4745-ad95-66d955f18add,rock,-0.5529,-0.7732,-0.9990,-0.6558,-0.7678,-0.7357,-0.8554,-0.9813,-0.8961,-1.0158,41.5248,52.0353,50.7053,-0.1012,-0.3576,-0.1842,-0.1324,-0.0713,-0.1088,0.5615,49.6059,-0.6231,-0.8941,0.0659,-1.2024,53.1873,-0.6584,-0.3927,-0.4587,0.8830,0.0766,-0.2592,-0.6176,-0.7322,0.3342,-0.3764,-0.5078,0.2597,0.0454,-0.0825,0.8222,0.2265,0.2731,-0.5634,-0.2227,-0.3424,0.1094,0.4504,0.7318,-0.3290,-0.3119
5804,e50d6802-fa4c-474f-a003-1d00b89f73c3,electronic,-0.5529,-1.0256,-1.0285,-0.6681,-0.8964,-0.9798,-1.129,-1.1683,-1.0947,-1.0158,51.1805,50.0869,60.7539,-0.9497,-0.4362,-0.2665,0.4601,0.3971,-3.0182,-0.6442,113.7727,0.9215,-2.6105,-2.2932,-1.2161,60.6997,0.7834,-1.8475,-0.6775,0.7708,0.2227,-0.0165,0.4690,0.0092,-0.3002,-0.4888,-0.0984,-0.4325,-0.3517,-0.8172,-0.0011,0.3348,0.1904,0.2124,-0.4189,-0.4971,-0.0859,0.0269,0.1657,0.0259,-0.0813
5805,e5c55ebb-6e29-3d96-b95c-20304f2ede25,hip-hop,-0.5529,-0.3289,0.1059,0.5009,-0.8964,-0.7455,0.9867,-0.6648,0.0968,0.487,72.7731,77.3833,64.2080,-0.2555,-0.5148,-1.0897,0.4601,0.3971,-2.0484,1.2596,73.8338,0.5353,1.2515,0.5377,0.319,64.1781,0.0761,1.1163,-0.0650,1.4572,-0.8865,-0.4860,0.6353,0.0239,0.6296,-0.3393,-0.8704,0.3170,-0.0976,0.1749,-0.1303,0.1071,0.4373,-0.0905,0.0639,0.1927,-0.9430,0.1344,0.1357,0.3130,-0.3352
5806,e5c7f060-33fc-49f7-a6c7-c346af12a111,hip-hop,-0.5529,-0.8943,-0.9106,0.0412,-0.8964,-0.8822,-1.129,-0.1038,-0.8252,-1.1499,48.5667,63.5815,71.1831,0.0531,-0.0433,-0.1842,-0.1324,-0.0713,-0.1088,1.3389,78.9155,0.9215,-0.0358,-0.4059,-0.5719,53.0240,1.1462,-0.1774,-0.5204,-0.4628,-0.0025,0.2149,0.0690,0.9097,0.0995,0.8388,0.4337,0.9588,-0.5219,0.3834,-0.2118,0.0102,-0.0747,0.4052,0.1599,-0.2081,-0.2348,-0.1081,0.4065,0.0033,-0.6541
5807,e62c0ae5-cc2f-4884-8064-b8dad9dcd140,electronic,-0.5529,0.1758,0.1943,0.7549,-0.2931,0.26,0.0201,-0.449,0.3521,0.0979,73.6521,77.3937,77.4714,-0.4869,-1.1433,1.7093,-0.725,0.8654,-3.0182,-0.0889,68.4264,-0.6231,-2.6105,1.4813,-0.0648,77.5502,-0.0995,-0.9057,1.3898,0.6864,-0.4605,-0.4186,0.2379,-0.6279,-0.2236,-0.3936,-0.2375,-0.2543,-0.5361,0.2841,-0.1429,-0.5401,0.3887,-0.0649,-0.1110,0.2244,-0.2507,0.5962,0.0002,-0.4921,-0.2899
5808,e70c8c87-ccec-47dc-9116-c1a3da77fe3c,country,0.3364,-1.0256,-0.6602,1.5524,-0.8964,-0.9798,-1.129,-0.7511,-0.7543,-0.3851,78.8874,86.8899,106.3915,-0.9497,-1.0648,-1.0074,0.4601,-3.3496,0.861,0.3236,78.5782,0.9215,-0.0358,-2.765,-0.5719,105.6435,-0.9065,-0.5401,-1.2475,-1.0822,-1.1949,1.5933,-0.6602,0.4272,-0.8394,0.0137,-0.3304,0.2822,0.4714,-0.0039,-0.0930,-0.1886,-0.1243,-0.4616,0.0338,-0.4271,-0.1025,0.3393,0.0771,-0.2347,-0.1633
5809,e877bcdd-1ad6-4abb-88ba-6e14ea5a2689,electronic,-0.5529,-0.7934,-1.1611,-0.9089,-0.6986,-0.7455,-0.9192,-1.0101,-1.0522,-1.2036,37.4661,44.6705,53.5639,0.1302,-0.3576,-0.2665,0.4601,-1.008,0.861,-0.5014,66.4120,-2.1677,-1.7523,-1.3495,-1.3943,53.5027,0.4958,-0.8625,-1.2140,0.4739,0.1910,-0.1550,0.1571,-1.0699,-0.3034,-0.0329,0.0209,0.6056,0.2624,-0.5789,0.4054,0.4030,-0.1721,-0.2616,-0.0104,-0.4190,0.4590,-0.0627,0.3285,0.0337,-0.0815
5810,e938b91f-b5ce-4cfc-b0f6-0c7509928871,electronic,-0.5529,-1.0155,-0.7044,-0.9369,-0.8568,-0.9603,-1.1198,-0.4634,-0.6266,-0.9621,53.6182,44.9990,46.9460,0.2074,0.1138,-0.0195,0.4601,-2.4130,-1.5635,0.2125,54.8095,-0.6231,-1.3232,0.5377,-0.8735,55.5791,0.7267,-1.9445,-0.9674,0.6832,1.0138,0.1788,-0.1704,-0.3483,-0.6861,-0.1544,0.1328,-0.2349,-0.2994,0.3056,-0.2940,-0.0207,-0.2993,0.8954,0.1837,0.9289,0.4258,0.1520,-0.3849,-0.6223,0.0870
5811,ea3fdc1a-1664-4121-b2bb-f39f19baa73a,electronic,2.1149,-0.1877,-0.3655,0.2615,-0.5799,-0.7065,1.1965,-0.7655,-0.9812,0.8895,76.2353,78.6624,64.6525,-0.4869,-0.5933,-1.172,0.4601,-2.8813,-2.0484,1.9101,84.6460,0.5353,1.2515,0.5377,0.7302,64.1838,1.2880,-0.1997,1.0101,-0.6587,0.8249,0.8825,-0.0992,-0.0394,-0.2868,-0.3113,-0.2508,0.5708,0.0330,-0.5084,-0.4412,0.4356,-0.0816,-0.0801,-0.1873,0.1320,0.0541,0.3734,-0.1915,-0.3080,0.0118
5812,eac1982b-cb19-4a8d-8afc-a3edc49fd7dd,rock,1.2257,0.1253,0.1207,-0.6393,-0.1546,0.3479,-0.3447,-0.2476,0.4798,-0.1973,52.0139,66.5285,77.8226,-0.6412,-0.7505,-1.0897,0.4601,-1.008,0.861,0.4346,71.6324,-0.6231,1.2515,1.0095,0.0586,67.0625,0.7345,-0.7031,-0.5629,-0.1253,0.6701,0.4918,0.2205,0.3118,-0.0041,0.4991,-0.3818,0.0723,-0.4822,-0.0715,-0.9048,-0.8039,0.1592,-0.4627,0.1915,-0.4470,-0.0304,-0.3872,0.3916,0.2414,0.1687
5813,eb4f027b-d64a-469e-82c1-6b28b9344569,electronic,-0.5529,-0.2684,0.4301,0.8129,1.6256,1.5096,1.1965,1.0326,0.0259,1.775,118.1083,101.3293,84.1866,-0.4869,-1.1433,-0.9251,0.4601,-1.008,0.861,1.8625,107.0930,0.9215,0.8224,0.5377,1.676,46.7076,1.3458,-0.7223,0.4384,-0.4204,-0.2187,-0.3404,-0.2042,-0.0413,-0.0181,-0.1753,0.0012,0.7895,-0.5844,-0.2934,-0.4564,-0.5495,0.4314,-0.3287,-0.5884,-0.3514,-0.1572,0.1048,0.1248,-0.6095,-0.1538
5814,ec268e2d-f2e1-3ae6-beb8-c6abb4f36ed2,pop,0.3364,-0.9852,0.3564,0.2915,-0.8964,-0.931,-1.1016,-0.4778,0.3521,0.5675,58.6683,69.6106,77.6759,-0.564,-1.1433,-0.6781,0.4601,0.3971,0.3761,1.0058,82.0040,0.5353,0.3933,1.4813,0.4287,76.7693,0.8786,1.6469,-0.1273,0.6233,-0.2020,0.0250,-0.6631,0.4016,0.2354,0.0763,-0.0050,-0.2278,-0.3436,0.0827,0.1889,-0.9853,0.0788,-0.0358,0.0002,0.3456,0.0529,0.2216,-0.0641,-0.2325,-0.3675
5815,ed63b63e-6629-40af-8cc2-fc1817085778,pop,-0.5529,-0.8943,-1.3673,-0.5052,-0.7381,-0.8529,-0.9922,-1.0964,-1.2649,-1.3914,33.9982,53.0412,58.6317,0.7474,-0.9862,-0.9251,-0.1324,0.8654,0.3761,-0.6125,32.5698,-0.6231,-0.0358,0.5377,-1.5862,58.6075,1.1879,-0.7464,-0.7798,0.2159,-0.1331,-0.4927,-0.0064,-1.0359,-0.1393,-0.1033,0.2228,0.3488,0.4144,-0.2131,0.6111,0.1498,-0.5269,-0.4467,0.0792,-0.4388,0.0618,0.1522,-0.0049,0.3569,0.3312
5816,edb3ef60-9f1e-46e9-a50f-b1ea5f5e7f9d,electronic,-0.5529,-0.7025,-0.9548,0.6428,-0.5799,-0.6772,-0.8098,-0.8087,-0.9954,-0.9621,75.6430,76.5315,92.6179,-0.9497,0.7424,-0.8427,0.4601,0.3971,-2.0484,-0.9139,81.9150,-0.237,1.2515,-2.765,-1.1476,92.4003,-0.0742,0.0019,0.7662,0.1102,-0.2331,-0.4549,-0.6329,0.1339,-1.0130,0.5879,0.4024,0.0724,-0.9729,-0.1121,-0.1220,-0.3258,0.3186,0.2237,-0.5210,-0.2150,-0.4127,0.5196,-0.0540,0.3624,-0.3723
5817,edb3ef60-9f1e-46e9-a50f-b1ea5f5e7f9d,hip-hop,-0.5529,-0.7025,-0.9548,0.6428,-0.5799,-0.6772,-0.8098,-0.8087,-0.9954,-0.9621,75.6430,76.5315,92.6179,-0.9497,0.7424,-0.8427,0.4601,0.3971,-2.0484,-0.9139,81.9150,-0.237,1.2515,-2.765,-1.1476,92.4003,-0.0742,0.0019,0.7662,0.1102,-0.2331,-0.4549,-0.6329,0.1339,-1.0130,0.5879,0.4024,0.0724,-0.9729,-0.1121,-0.1220,-0.3258,0.3186,0.2237,-0.5210,-0.2150,-0.4127,0.5196,-0.0540,0.3624,-0.3723
5818,ee553dec-4f1a-4d55-8146-32151ee4a466,country,0.3364,-1.0256,-0.4981,1.1998,-0.8964,-0.9798,-1.129,-0.1038,-0.3713,-0.8279,86.9485,85.1283,83.9785,-0.9497,1.4496,1.6269,0.4601,0.3971,0.3761,-0.7553,58.5823,-2.5538,1.2515,-0.4059,-0.4623,87.0684,0.5187,-1.3618,0.2539,0.2365,1.2767,0.8270,-0.3082,0.1223,-0.2096,0.7363,-0.1443,-0.0126,0.7433,0.4735,-0.6220,-0.1443,0.2640,0.2421,0.0261,-0.4272,0.4982,-0.1539,0.1417,-0.0760,-0.1395
5819,ee815ef2-485e-464d-981e-c1c4b105b58c,pop,1.2257,-0.9549,-1.2937,-0.3878,-0.7975,-0.9017,-1.0651,-1.1108,-1.2082,-1.2975,48.5559,54.0493,59.2849,0.5931,-1.1433,-0.3488,0.4601,0.3971,0.3761,-0.1524,50.9077,-1.0092,-0.4649,0.0659,-1.4903,58.5314,-1.9234,0.0950,0.2571,-0.7085,0.4926,-0.3766,0.6260,0.5286,0.6679,-0.3851,-0.2380,0.1505,-0.1420,0.4821,0.2521,-0.2827,-0.5149,0.1785,-0.3998,0.4176,0.3926,-0.0437,-0.0586,0.0910,-0.0569
5820,eeae830d-7006-4bd5-b68f-78c58a0e2b47,electronic,-0.5529,-1.0256,-1.4852,-0.0715,-0.8964,-0.9798,-1.129,-1.2114,-1.3784,-1.5256,63.5601,60.9344,62.0967,-0.9497,0.1138,0.0628,0.4601,-3.3496,0.861,0.6567,80.0820,-0.237,-0.4649,-0.8777,-1.6959,67.9128,-0.5197,-1.3669,0.0880,1.1146,-0.1215,0.0583,-0.5815,0.1895,-0.0448,-0.4072,0.7201,-0.2122,0.3085,0.1232,0.0931,-0.2146,-0.2513,0.2819,-0.3143,0.1147,-0.5145,0.1902,0.0229,0.0865,-0.5948
5821,eed68e7d-f61a-46ff-8328-a939d77733e7,pop,4.7827,-0.8741,-1.1611,0.4820,-0.8964,-0.8138,1.1965,-1.0244,-1.0805,-1.217,67.3910,69.6091,81.4966,0.0531,-0.0433,0.0628,0.4601,0.3971,0.3761,0.1966,66.6196,0.9215,-1.3232,-1.8213,-1.3395,80.5979,-1.7748,-0.1872,-0.1123,-0.0351,0.6215,-0.5598,-0.0052,0.3682,0.9191,-0.3065,0.3375,0.1055,0.3102,-0.2870,0.2225,-0.0338,0.2171,0.4718,-0.7330,0.1150,-0.2351,-0.4817,0.7862,-0.3448,0.2770
5822,eefa6f79-d77c-4030-a6ac-52b8e751d38d,electronic,0.3364,-0.8640,-1.2053,0.9021,-0.6986,-0.8236,-0.9922,-0.9525,-1.1089,-1.2707,76.9602,78.5974,80.3214,0.8245,0.5067,-1.172,-0.1324,0.8654,0.3761,-0.8187,26.1870,-1.0092,1.2515,0.0659,-1.4492,79.5467,-1.8610,0.4947,-0.4663,-0.4172,-0.1255,-0.0388,0.7940,-0.2076,0.0067,-0.0428,0.1506,-0.5165,-0.6148,0.0161,-0.7745,-0.3708,-0.1116,0.5337,-0.1094,0.1549,-0.2679,-0.5590,-0.2177,0.0729,-0.1046
5823,ef39c385-ef5a-46d4-aa79-6ebe333ca755,hip-hop,2.1149,-1.0256,0.3417,0.54,-0.8964,-0.9798,-1.129,0.0832,0.4939,-0.0766,87.6903,73.5796,70.1467,1.673,1.4496,-1.172,-0.1324,-0.0713,1.3459,-0.1524,62.1739,0.5353,1.2515,-0.4059,0.3464,80.8913,-0.9437,-0.9685,0.5329,0.5449,-0.0221,0.2255,-1.2695,0.5120,1.3340,-0.1617,-0.0036,-0.3493,-0.4218,-0.1717,0.6132,0.1617,0.4972,-0.0652,-0.1134,-0.0549,0.6665,-0.5788,-0.0911,-0.2978,-0.2122
5824,ef459ac6-27ad-4336-982e-8ab9b731e441,rock,0.3364,-1.0256,-0.557,0.5121,-0.8964,-0.9798,-1.129,-0.5641,-0.9954,-0.5596,84.1687,73.5419,83.5395,-0.9497,-0.0433,1.38,0.4601,0.3971,-3.0182,0.9106,93.1811,0.9215,0.8224,0.5377,0.086,88.8805,1.7787,0.1668,-0.5483,-0.6894,-0.9231,-1.2002,0.0148,0.0972,0.3349,0.4509,0.3254,0.0466,0.6440,-0.1605,-0.7596,-0.5611,0.1280,-0.3643,-0.0652,0.2457,0.6538,-0.0251,0.5647,-0.0990,-1.1127
5825,efb82d08-9edd-4c0d-8d28-9a3c421c0179,rock,-0.5529,-0.0261,-0.0708,0.0122,0.8344,0.3381,-1.129,1.1909,0.4656,-1.5256,94.5683,70.0285,84.5162,-0.2555,-0.6719,-0.5135,-1.3175,0.3971,1.3459,2.4336,86.3521,0.9215,0.3933,-2.765,0.5931,82.4548,1.6188,-1.5363,-0.1704,-0.3626,0.0910,-0.3879,0.0228,-0.7624,-0.0636,-0.2519,0.2014,-0.5852,0.1142,-0.0855,0.3439,-0.0282,-0.2927,0.6500,0.1636,0.4548,0.0703,-0.1851,-0.1078,-0.0006,0.4103
5826,f107020d-e330-4210-b6c3-39839ecf68ec,hip-hop,0.3364,-0.8237,-0.2034,1.5743,1.6256,1.5096,-0.9922,-0.2908,-0.3571,-0.1839,92.0716,92.3744,93.1646,-0.9497,1.4496,1.6269,0.4601,-0.0713,0.861,-0.7711,56.1950,0.9215,-1.3232,-0.8777,-0.3115,92.1861,-0.9669,-0.4772,1.2340,-0.0985,-0.2380,0.1269,0.8258,-0.1556,0.6232,0.6387,-0.0144,-0.2785,-0.1159,0.1725,0.3983,-0.1190,0.2229,-0.1825,0.3345,0.2915,-0.5718,0.1114,-0.2200,0.6067,0.2710
5827,f162b798-5a81-4b66-ae5c-3624a1646cb5,hip-hop,-0.5529,-1.0155,-1.3821,0.1719,-0.8865,-0.97,-1.1198,-1.1683,-1.2791,-1.4183,60.5629,64.6070,69.8757,-0.9497,-0.2005,-1.0897,0.4601,0.3971,0.3761,-1.2471,69.5067,-2.5538,-2.1814,-1.8213,-1.6136,69.7861,0.3682,-1.3415,-0.7294,0.2034,0.2355,0.4532,0.0953,-0.2672,-0.2545,-0.0597,0.4120,0.3750,-0.3126,-0.5634,-0.0356,0.1675,-0.1661,-0.3112,-0.1782,-0.3302,0.2212,-0.0976,0.1323,0.1672,0.2102
